Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$8,500","74 Midcrest Way, San Francisco, CA 94131","https://www.zillow.com/homedetails/74-Midcrest-Way-San-Francisco-CA-94131/15132131_zpid/","74 Midcrest Way","94131","San Francisco","San Francisco County","CA","3","3","1959","3 bds | 3 ba | 1959 sqft","$4.34","Fri, 2026-05-01","37.747955","-122.44921","","FOR_RENT","SINGLE_FAMILY","1959","sqft","","","","$5,158","$1,870,400","$1,777,957","","","$","Wed, 2016-04-27","$1,170,000","Wed, 2016-03-09","$998,000","","1","426126482","Elite-tier data preview","415-214-0939","Michelle Kennedy (Listed by brokerage)","(415) 214-0939","Michelle Kennedy","415-214-0939","","","","","","","","","1953","2","Radiant","","","","","1","","","Year built: 1953","","","SFAR","2824007","","","$21,752","","","9","10","2","72","60","59","One year lease available! Remodeled in 2020, this fully furnished two story home offers approximately 1,900 sq ft of flexible living space with 3 bedrooms, 3 bathrooms, and multiple work from home areas including an office nook. The outdoor space features both a deck and patio, ideal for relaxing or entertaining. Designed for comfort and efficiency, the home includes solar power, radiant heating on both levels, and an EV charger (Wallbox Pulsar Plus) in the garage. Lease terms: One year lease available from July 2026 through July 2027. Monthly rent is $8,500 and includes utilities except water, high speed internet, alarm service, twice monthly cleaning, and garden maintenance. Ideal for those remodeling, relocating to San Francisco, or exploring neighborhoods before committing long term. Conveniently located to Noe Valley, Cole Valley, Inner Sunset, and West Portal, and approximately 1 mile to Forest Hill Muni Station.Show more"
"$12,500","3929 Clay St, San Francisco, CA 94118","https://www.zillow.com/homedetails/3929-Clay-St-San-Francisco-CA-94118/15082365_zpid/","3929 Clay St","94118","San Francisco","San Francisco County","CA","3","2","2330","3 bds | 2 ba | 2330 sqft","$5.36","Fri, 2026-05-01","37.787457","-122.457726","","FOR_RENT","CONDO","2330","sqft","","","","$7,407","$3,135,800","$1,077,798","","","$","Fri, 1997-09-26","$675,000","","","","1","426126407","Elite-tier data preview","415-218-2179","Amanda M. Jones (Listed by listing agent)","(415) 218-2179","Amanda M. Jones","415-218-2179","","","","","","","","","1911","1","Fireplace","","Yes","Tile, Wood","","1","","","Year built: 1911","","","SFAR","1014048","","","$13,555","","","7","8","7","65","90","78","Handsome, full floor three-bedroom, two-bathroom flat occupies the lower level in a boutique two-unit building with an exceptionally serene garden setting. The rooms are grand in scale with an excellent flow from all of the living areas and lots of natural light. The formal living room has a decorative fireplace, built-ins, and picture window. A formal dining room easily seats 8. A comfortable family room adjoins the kitchen. The renovated kitchen has appliances perfect for a home cook with double ovens, induction stove, dish washer, excellent cabinet space, and a spacious eat-in area. The Primary suite has garden outlooks with an adjoining spacious office area with direct access to an exclusive-use deck and patio in a tranquil garden setting with mature trees. All of the bedrooms have good closet space. In-unit washer and dryer. Coveted central location with the natural beauty of The Presidio and shops and cafes on Sacramento Street, Laurel Village, and Clement Street minutes away. The home includes one-car garage parking and storage. Property can come fully furnished.Show more"
"$5,500","926 Grove St APT 2, San Francisco, CA 94117","https://www.zillow.com/homedetails/926-Grove-St-APT-2-San-Francisco-CA-94117/64972230_zpid/","926 Grove St APT 2","94117","San Francisco","San Francisco County","CA","2","2","800","2 bds | 2 ba | 800 sqft","$6.88","Fri, 2026-05-01","37.77694","-122.432144","","FOR_RENT","APARTMENT","800","sqft","","","","$4,928","$959,600","$1,041,744","","","$","Fri, 2014-12-26","$866,800","Tue, 2014-10-21","$899,000","","0","","Elite-tier data preview","","Pat Lee (Listed by brokerage)","","Pat Lee","","","","","","","","","","","","","","","","","","","","","","","Zillow Rentals","0798034","","","$13,128","","","6","2","7","90","97","74","Unique 2-Level Townhome-Style Condo | Half a Block to Alamo Square

Discover this rare 2-level condo just steps from Alamo Square Park and the iconic Painted Ladies. Located within walking distance of the NOPA, Hayes Valley, and Fillmore Jazz District neighborhoods.

 Features &; Amenities:
Living Space: Bright &; open living/dining area with hardwood floors and abundant natural light from an overhead skylight.
Kitchen: Modern kitchen featuring granite counters and stainless steel appliances.
Bedrooms: Two spacious upper-level primary bedrooms offering city and downtown skyline views.
Comfort: Radiant heating throughout both floors and in-unit laundry for convenience.
Outdoor Space: Exclusive private patio for dining and grilling, plus a shared grassy and hardscape common area.

 Parking &; EV Features:
Dedicated Space: One-car parking included. Note: Parking space is restricted to a compact vehicle.
EV Ready: 220V Outlet in garage with Tesla adapter included (compatible with other EVs using your own adapter).

 Location Connectivity Scores:
Walk Score: 94 * Transit Score: 94 * Bike Score: 84 * Experience convenient San Francisco living with iconic landmarks right outside your door.

 Link to virtual walkthrough 

 Available Date: May 5, 2026

com for more information.

Pat Lee | DRE #01476571
Frank Villanueva | DRE#01425060

Equal Housing Opportunity providerShow more"
"$9,000","1703 Funston Ave, San Francisco, CA 94122","https://www.zillow.com/homedetails/1703-Funston-Ave-San-Francisco-CA-94122/462100098_zpid/","1703 Funston Ave","94122","San Francisco","San Francisco County","CA","3","4","2458","3 bds | 4 ba | 2458 sqft","$3.66","Fri, 2026-05-01","37.756138","-122.470245","","FOR_RENT","TOWNHOUSE","2458","sqft","","","","","","","","","$","","","","","","0","","Elite-tier data preview","","Risa & Jeremy Keeper (Listed by property owner)","","","","","","","","","","","","","","Forced Air","Central Air","","Hardwood, Tile","","","","","","","","Zillow Rentals","","","","","","","9","9","9","68","73","53","Inner Sunset View Residence Elevated, Quiet, Effortless

2,458 sq ft.
3 bed. 3.5 bath.
Refined. Private. Move-in ready.

The Home

Hardwood floors. Newly refinished.
Bright living room. Wood-burning fireplace. Windows on two sides.
Dining room opens to patio. French doors. Easy indoor outdoor flow.
Family room with wet bar. Ideal office or lounge.
Two en-suite bedrooms.
Third bedroom with gas fireplace.

The Kitchen

Remodeled in 2019.
Custom shaker cabinetry.
BlueStar commercial gas range
Stainless vent hood.
GE Cafe refrigerator

Comfort & Details

Air conditioning + mini-split system.
Heated bathroom floor.
Washer/dryer in unit.
Two fireplaces total.
Distinctive tilework and character throughout.

Outdoor & Setting

Private, protected patio.
Mature wraparound garden. Water-wise.
Productive lemon tree.
Sweeping views: Golden Gate Park, Presidio, downtown, bridge.

Parking & Building

2-car garage.
Main unit in a 3-unit building. Originally single-family.

Location

Steps to Moraga Street Stairs
Near UCSF Parnassus Campus
Walk to Inner Sunset. 9th & Irving.
Close to Golden Gate Park

Utilities

Water, garbage, gardening included.
Tenant pays gas + electric.

Quiet luxury. Strong design. Real views.
A rare Inner Sunset offering.

At least 1 year
No indoor tobacco smoking
Water, garbage, & gardening included
Tenant pays gas & electric utilities onlyShow more"
"$5,995","2037 Castro St, San Francisco, CA 94131","https://zillow.com/b/2037-castro-st-san-francisco-ca-9NLq8t/","2037 Castro St","94131","San Francisco","San Francisco County","CA","2","","0","{""unit_1"":{""baths"":2,""beds"":2,""sqft"":"""",""price"":5995},""unit_2"":{""baths"":2,""beds"":3,""sqft"":"""",""price"":6695},""unit_3"":{""baths"":2,""beds"":3,""sqft"":"""",""price"":6995}}","","Fri, 2026-05-01","37.745155","-122.432976","","FOR_RENT","","","","$5,995+ 2 bds, $6,695+ 3 bds","$5,995","$6,695","","","","","","$","","","","","","","","Elite-tier data preview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2","7","72","86","57",""
"$5,995","2037 Castro St, San Francisco, CA 94131 - unit 1","","2037 Castro St","94131","San Francisco","San Francisco County","CA",2,2,"","Deposits and Fees: , Additional Information: ","","Fri, 2026-05-01","37.745155","-122.432976","","","Unit","","","$5,995+ 2 bds, $6,695+ 3 bds",5995,5995,"","","","","","$","","","","","","","","Elite-tier data preview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2","7","72","86","57",""
"$6,695","2037 Castro St, San Francisco, CA 94131 - unit 2","","2037 Castro St","94131","San Francisco","San Francisco County","CA",3,2,"","Deposits and Fees: , Additional Information: ","","Fri, 2026-05-01","37.745155","-122.432976","","","Unit","","","$5,995+ 2 bds, $6,695+ 3 bds",6695,6695,"","","","","","$","","","","","","","","Elite-tier data preview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2","7","72","86","57",""
"$6,995","2037 Castro St, San Francisco, CA 94131 - unit 3","","2037 Castro St","94131","San Francisco","San Francisco County","CA",3,2,"","Deposits and Fees: , Additional Information: ","","Fri, 2026-05-01","37.745155","-122.432976","","","Unit","","","$5,995+ 2 bds, $6,695+ 3 bds",6995,6995,"","","","","","$","","","","","","","","Elite-tier data preview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","2","7","72","86","57",""
"$7,495","635 Fulton St #5, San Francisco, CA 94102","https://www.zillow.com/homedetails/635-Fulton-St-5-San-Francisco-CA-94102/462097912_zpid/","635 Fulton St #5","94102","San Francisco","","CA","2","2","1289","2 bds | 2 ba | 1289 sqft","$5.81","Fri, 2026-05-01","37.777985","-122.42728","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$8,500","1308 6th Ave, San Francisco, CA 94122","https://www.zillow.com/homedetails/1308-6th-Ave-San-Francisco-CA-94122/79844397_zpid/","1308 6th Ave","94122","San Francisco","","CA","3","2","1600","3 bds | 2 ba | 1600 sqft","$5.31","Fri, 2026-05-01","37.76398","-122.4628","","FOR_RENT","APARTMENT","","","","","","$5,699","$1,477,700","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
