Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$6,724","240 W Macarthur Blvd, 240 W Macarthur Blvd #610, Oakland, CA 94611","https://www.zillow.com/apartments/oakland-ca/240-w-macarthur-blvd/CgJ9FK/","240 W Macarthur Blvd","94611","Oakland","Alameda County","CA","3","3","2027","{""unit_1"":{""baths"":2,""beds"":2,""sqft"":1193,""maxPrice"":4100,""minPrice"":4100},""unit_2"":{""baths"":2.5,""beds"":3,""sqft"":2027,""maxPrice"":6724,""minPrice"":6724}}","$3.32","Tue, 2026-05-05","37.82395","-122.25697","","FOR_RENT","APARTMENT","","","","","","$4,577","","","","","$","","","","","","1","","Elite-tier data preview","","240 W Macarthur Blvd","(510) 780-3893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","8","66","96","91","One Piedmont is a warm, inviting community with a state-of-the-art residential environment. We feature stunning common spaces with exquisite views, while also providing high-end security and access systems. In addition, our one, two, and three-bedroom apartments in Oakland, CA, have multiple lounges, a convenient, modern gym, private workspaces, secured parcel delivery, and a gated parking garage with secured mechanical parking. One Piedmont gives you everything you want AND everything you need and love for your new Home.

Amenities: central air-conditioning, keyless room entry, stylish kitchen with sleek appliances, high-end interior unit finishes, ceiling fan in the master bedroom, large walk-in closets, large windows, and great, spacious floor plans.

Pet Policy: Cats allowed, Dogs allowed"
"$4,100","240 W Macarthur Blvd, 240 W Macarthur Blvd #610, Oakland, CA 94611 - 404 - Unit 404","https://www.zillow.com/rental-manager/price-my-rental/results/240-w-macarthur-blvd_-oakland_-ca-94611/?unit=404","240 W Macarthur Blvd","94611","Oakland","Alameda County","CA",2,2,1193,"Deposits and Fees: 1000, Additional Information: 9' Ceiling Heights and 8' Entry Doors Bicycle storage Common Area Workspace with Private Rooms Heating: Gas Keyless Community Entry with ButterflyMX System Keyless room entry Large Windows with Upgraded Roller Shades and Black Out Shades in the Bedrooms Luxurious Marble Shower Walls Quartz Countertops and Vanities Stainless Steel Gas Oven/Range Stainless Steel Mircowave Stunning Lobby Entrance with Reception Area TV Lounge Wide Open Chef Inspired Kitchens stylish kitchen with sleek appliances","$3.32","Tue, 2026-05-05","37.82395","-122.25697","","","Unit","","","Unit 404 - 404 - $4,100",4100,4100,"$4,577","","","","","$","","","","","","1","","Elite-tier data preview","","240 W Macarthur Blvd","(510) 780-3893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","8","66","96","91","One Piedmont is a warm, inviting community with a state-of-the-art residential environment. We feature stunning common spaces with exquisite views, while also providing high-end security and access systems. In addition, our one, two, and three-bedroom apartments in Oakland, CA, have multiple lounges, a convenient, modern gym, private workspaces, secured parcel delivery, and a gated parking garage with secured mechanical parking. One Piedmont gives you everything you want AND everything you need and love for your new Home.

Amenities: central air-conditioning, keyless room entry, stylish kitchen with sleek appliances, high-end interior unit finishes, ceiling fan in the master bedroom, large walk-in closets, large windows, and great, spacious floor plans.

Pet Policy: Cats allowed, Dogs allowed"
"$6,724","240 W Macarthur Blvd, 240 W Macarthur Blvd #610, Oakland, CA 94611 - 610 - Unit 610","https://www.zillow.com/rental-manager/price-my-rental/results/240-w-macarthur-blvd_-oakland_-ca-94611/?unit=610","240 W Macarthur Blvd","94611","Oakland","Alameda County","CA",3,2.5,2027,"Deposits and Fees: 1000, Additional Information: 9' Ceiling Heights and 8' Entry Doors Bicycle storage Common Area Workspace with Private Rooms Heating: Gas Keyless Community Entry with ButterflyMX System Keyless room entry Large Windows with Upgraded Roller Shades and Black Out Shades in the Bedrooms Luxurious Marble Shower Walls Quartz Countertops and Vanities Stainless Steel Gas Oven/Range Stainless Steel Mircowave Stunning Lobby Entrance with Reception Area TV Lounge Wide Open Chef Inspired Kitchens stylish kitchen with sleek appliances","$3.32","Tue, 2026-05-05","37.82395","-122.25697","","Available from Tue, 2026-05-19","Unit","","","Unit 610 - 610 - $6,724",6724,6724,"$4,577","","","","","$","","","","","","1","","Elite-tier data preview","","240 W Macarthur Blvd","(510) 780-3893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","8","66","96","91","One Piedmont is a warm, inviting community with a state-of-the-art residential environment. We feature stunning common spaces with exquisite views, while also providing high-end security and access systems. In addition, our one, two, and three-bedroom apartments in Oakland, CA, have multiple lounges, a convenient, modern gym, private workspaces, secured parcel delivery, and a gated parking garage with secured mechanical parking. One Piedmont gives you everything you want AND everything you need and love for your new Home.

Amenities: central air-conditioning, keyless room entry, stylish kitchen with sleek appliances, high-end interior unit finishes, ceiling fan in the master bedroom, large walk-in closets, large windows, and great, spacious floor plans.

Pet Policy: Cats allowed, Dogs allowed"
"$10,995","987 Sunnyhills Rd, Oakland, CA 94610","https://www.zillow.com/homedetails/987-Sunnyhills-Rd-Oakland-CA-94610/24747201_zpid/","987 Sunnyhills Rd","94610","Oakland","Alameda County","CA","5","5","3230","5 bds | 5 ba | 3230 sqft","$3.4","Tue, 2026-05-05","37.80918","-122.23088","","FOR_RENT","SINGLE_FAMILY","3230","sqft","","","","$7,944","$2,583,500","$452,750","Wed, 2026-04-29","-1,200","$","","","","","","33","","Elite-tier data preview","","Authentic Property Management (Listed by brokerage)","","","","","","","","","","","","","","","","","","","","","","","","https://youtu.be/m5ZEPW65rP4?si=TSBCyXDpo5-mknWV","Zillow Rentals","1188940","","","","","","9","8","4","52","60","48","Custom designer Mediterranean style, fully furnished home with 5 Bedrooms, 4.5 Baths, an indoor wood sauna and pool is available to rent 6/1/26 through 7/31/26. This one-of-a kind, 2 story showcase home has wood bean ceilings, stone fireplace, arched doorways, Spanish tile and wood flooring, carpet in the bedrooms, designer wood paneling with stone accents in the bathrooms, a dining room and a study. The kitchen features an appliance package including a stainless steel refrigerator, double oven with warmer, 5 burner gas cooktop, toaster oven, air fryer, microwave, dishwasher and a washer/dryer in the basement. The upstairs has an indoor balcony that leads to a large office/pool room with a bar, tall ceilings, bathroom and sauna room.

The pool has all the extras: Gas grill, outdoor heater, deck chairs, chase lounge, dining table, pool accessories and a child safety pool cover. The kitchen has all needed accessories including cookware, plates, silverware, coffee maker and food basics.

Located in the Trestle Glen neighborhood of Oakland, it is a 4 minute drive to downtown Piedmont where there is shopping, grocery stores, restaurants, drug stores, banking and easy access to 580.

Call Agent Greg for more information and touring schedule of the property. Ask for the virtual tour video as well.

Authentic Property Management
CA DRE 01172358Show more"
"$5,095","Mariposa, 612 Mariposa Ave #401, Oakland, CA 94610","https://www.zillow.com/apartments/oakland-ca/mariposa/CjjCSZ/","612 Mariposa Ave","94610","Oakland","Alameda County","CA","3","2","1622","{""unit_1"":{""baths"":2,""beds"":3,""sqft"":1622,""maxPrice"":5095,""minPrice"":5095}}","$3.14","Tue, 2026-05-05","37.819893","-122.24961","","FOR_RENT","APARTMENT","","","","","","$4,625","","","Wed, 2026-04-29","-400","$","","","","","","69","","Elite-tier data preview","","Mariposa","(650) 275-6718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","8","53","86","67","3 br / 2.0 ba, $5095, 1622 sq ft in Oakland, CA"
"$5,095","Mariposa, 612 Mariposa Ave #401, Oakland, CA 94610 - D1 - Unit 401","https://www.zillow.com/rental-manager/price-my-rental/results/612-mariposa-ave_-oakland_-ca-94610/?unit=401","612 Mariposa Ave","94610","Oakland","Alameda County","CA",3,2,1622,"Deposits and Fees: , Additional Information: High-speed Internet Ready On-Site Maintenance","$3.14","Tue, 2026-05-05","37.819893","-122.24961","","","Unit","","","Unit 401 - D1 - $5,095",5095,5095,"$4,625","","","Wed, 2026-04-29","-400","$","","","","","","69","","Elite-tier data preview","","Mariposa","(650) 275-6718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","8","53","86","67","3 br / 2.0 ba, $5095, 1622 sq ft in Oakland, CA"
"$6,800","66 Prospect Rd, Piedmont, CA 94610","https://www.zillow.com/homedetails/66-Prospect-Rd-Piedmont-CA-94610/24827125_zpid/","66 Prospect Rd","94610","Piedmont","Alameda County","CA","3","2","1652","3 bds | 2 ba | 1652 sqft","$4.12","Tue, 2026-05-05","37.81857","-122.233765","","FOR_RENT","SINGLE_FAMILY","1652","sqft","","","","$4,797","$1,952,200","$1,299,155","","","$","Wed, 2014-08-13","$1,081,000","Sat, 2014-07-12","$1,055,000","","7","","Elite-tier data preview","","Elliott Abrams (Listed by property owner)","","","","","","","","","","","","","","Forced Air, Heat Pump, Fireplace","Central Air","Yes","Hardwood","","","","","","","","Zillow Rentals","51473838","","","","","","9","8","9","","57","33","This sunny and beautifully maintained 3 bedroom, 2 bath Mediterranean house is the perfect place to call home. The living room features a cozy gas fireplace and the large eat-in kitchen includes a new induction range. The backyard patio, right off the kitchen is great for entertaining.

Walkable to Wildwood Elementary and Piedmont middle and high schools as well as play fields and a dog park. Lakeshore shopping district is a short walk as well. This home offers the perfect blend of convenience and comfort. The bonus room downstairs can be used as an office or exercise room.

-Additional features of this home include:
-Central heat and A/C with a heat pump
-High voltage outlet for EV charging and off-street parking
-Tons of accessible crawlspace storage and garage space
-Succulent garden and fruit trees

Don't miss out on this amazing opportunity!

Owner pays for garden maintenance. Tenant pays for all utilities - Gas, Electric, Water, Garbage.

No smoking inside homeShow more"
"$6,400","1239 Grand Ave, Piedmont, CA 94610","https://www.zillow.com/homedetails/1239-Grand-Ave-Piedmont-CA-94610/24825060_zpid/","1239 Grand Ave","94610","Piedmont","Alameda County","CA","3","1","1592","3 bds | 1 ba | 1592 sqft","$4.02","Tue, 2026-05-05","37.82005","-122.24469","","FOR_RENT","SINGLE_FAMILY","1592","sqft","","","","$4,872","$1,503,200","$176,674","","","$","","","","","","8","","Elite-tier data preview","","Lowell Davis (Listed by property owner)","","","","","","","","","","","","","","Wall Furnace","","","Carpet, Hardwood","","","","","","","","Zillow Rentals","5045579","","","","","","8","8","9","","90","58","Welcome to 1239 Grand Avenue, an inviting Piedmont residence that blends neighborhood charm with meaningful modern upgrades. This three bedroom, one bathroom home features a newly renovated bathroom and an updated kitchen designed for everyday ease. Recent electrical updates add comfort and confidence for modern living, and washer and dryer hookups provide convenient in home laundry options.

The location offers the best of Piedmont living with close proximity to Beach Elementary, neighborhood parks, and community amenities. Enjoy an easy day to day routine with straightforward access to major commute routes and regional freeways, while still coming home to a quieter residential setting.

Inside, the home offers bright, livable spaces with a practical layout that supports both relaxing and working from home. The updated kitchen and refreshed bath make the home feel move in ready, and the three bedroom configuration provides flexibility for a home office, guest space, or additional living needs.

Lease Terms
Flexible lease options available
Discounts and incentives may be offered for longer term leases upon request

Highlights
Three bedrooms
One bathroom
Newly renovated bathroom
Updated kitchen
Electrical updates
Washer and dryer hookups
Prime Piedmont location near Beach Elementary, parks, and community amenities
Convenient access to major commute routes and regional freeways

Showings
Please call the number on listing. Please inquire with your preferred move in date and desired lease term to schedule a tour and receive additional details

Landlord pays for gardening. Tenant pays for all other utilities. 2 year lease minimum.Show more"
"$7,895","5540 Estates Dr, Oakland, CA 94618","https://www.zillow.com/homedetails/5540-Estates-Dr-Oakland-CA-94618/24812917_zpid/","5540 Estates Dr","94618","Oakland","","CA","5","3","2921","5 bds | 3 ba | 2921 sqft","$2.7","Tue, 2026-05-05","37.83549","-122.21989","","FOR_RENT","SINGLE_FAMILY","","","","","","$6,802","$1,831,700","","","","$","","","","","","10","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$7,500","5314 Thomas Ave, Oakland, CA 94618","https://www.zillow.com/homedetails/5314-Thomas-Ave-Oakland-CA-94618/24810139_zpid/","5314 Thomas Ave","94618","Oakland","","CA","3","2","1560","3 bds | 2 ba | 1560 sqft","$4.81","Tue, 2026-05-05","37.83745","-122.24914","","FOR_RENT","SINGLE_FAMILY","","","","","","$5,968","$1,459,500","","","","$","","","","","","12","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
