Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$75,000","2336 Broadway St, San Francisco, CA 94115","https://www.zillow.com/homedetails/2336-Broadway-St-San-Francisco-CA-94115/15072560_zpid/","2336 Broadway St","94115","San Francisco","San Francisco County","CA","6","7","7455","6 bds | 7 ba | 7455 sqft","$10.06","Fri, 2026-04-17","37.794453","-122.43563","","FOR_RENT","SINGLE_FAMILY","7455","sqft","","","","$43,810","$15,301,300","$10,688,831","","","$","Thu, 1998-08-06","$5,700,000","","","","31","426107493","Elite-tier data preview","415-710-6462","Nina Hatvany (Listed by brokerage)","(415) 710-6462","Nina Hatvany","415-710-6462","","","","","","","","","1900","5","Natural Gas, Central, Zoned, Fireplace","","Yes","Wood","","3","","","Year built: 1900","","","SFAR","0563005","","","$127,363","","","6","7","7","79","97","64","Rare opportunity to live in one of San Francisco's most beautiful mansions, boasting sweeping and direct views from Coit Tower to the Marin Headlands, of the Golden Gate Bridge, Palace of Fine Arts, Alcatraz, and the Bay. There are 6 bedrooms and and 6.5 baths with high ceilings throughout and decks on every level. A dramatic, grand foyer is enhanced by leaded glass windows and intricate details. At the front of the home is an expansive paneled formal living room, with a striking gas fireplace and south-facing oversized windows. At the back is a magnificent formal dining room with coffered ceiling, a family room or breakfast area with attached deck to admire the stunning views, and a chef's kitchen equipped with a central island, deluxe appliances, and fabulous views. On the upper level is a stunning primary suite with his and her'' baths (including dry sauna and steam shower), walk-in closet and dressing room, and a viewing deck, plus a sprawling den, library, or bedroom, furnished with handsome paneling, gas fireplace, ensuite bath, and walk-in closet. On the upper level are 4 bedrooms and 3 bathrooms, and at the top is a playroom or family room, skylit from above with a picture window and attached deck facing unparallelled outlooks. On the lower level is a separate yet integrated guest suite, with a family room, kitchenette, bedroom, bath, and large deck with a hot tub and stairs down to the garden. The level, turfed lawn is perfect for recreation. A 2-car-side by side garage completes the picture. State-of-the-art building systems and designer finishes throughout. Experience the pinnacle of luxury living in San Francisco.Show more"
"$19,500","3135 Pacific Ave APT 6, San Francisco, CA 94115","https://www.zillow.com/homedetails/3135-Pacific-Ave-APT-6-San-Francisco-CA-94115/2082514784_zpid/","3135 Pacific Ave APT 6","94115","San Francisco","San Francisco County","CA","2","2","0","2 bds | 2 ba ","","Fri, 2026-04-17","37.79153","-122.44687","","FOR_RENT","APARTMENT","","","","","","$2,022","","","","","$","","","","","","29","","Elite-tier data preview","","Mazal Bordo (Listed by listing agent)","","Mazal Bordo","","","","","","","","","","","","Forced Air","","","Hardwood","","","","","","","","Zillow Rentals","","","","","","","6","8","7","73","91","63","Experience luxury in this elegant 3BR/2BA penthouse in prestigious Presidio Heights. Enjoy sweeping views of the Golden Gate Bridge, Bay, Mt. Tam, and the Pacific. Featuring high ceilings, period details, and designer finishes, this serene home offers refined living.

The space

On one of the most prestigious blocks in Presidio Heights is a one-of-a-kind, sophisticated and serene, 2nd-level Penthouse in a turn-of-the-century, Tudor Revival building. It is quiet and sunny and is nestled among luxury estates and meticulously maintained homes. It boasts sweeping views from every room that include the Presidio, San Francisco Bay, the Golden Gate Bridge, Mt Tamalpais, and west over the city to the ocean.

This Penthouse is bright and very charming, featuring period details, wood trim, high ceilings, and designer finishes with a nod to the elegance and handsome sophistication of Ralph Lauren Living. This Penthouse offers a spacious layout with a large living room; a dining room (with an acacia wood dining table); oak hardwood flooring throughout; luxurious natural stone bathrooms and countertops; 2 large bedrooms (Cali king and Queen) with access to a large private sun deck from one of them; 1 upstairs attic bedroom (Two full beds) - note that the stairs to the attic are steep; in-room remote working spaces; and a modern kitchen equipped with stone countertops, a gas cooktop, dual ovens, a dishwasher, and ample cabinet space.

Each bedroom is outfitted with luxurious foam and innerspring mattresses that provide cushioned yet supportive, adaptive comfort. Additionally, comfort features include 800+ thread count, 100% cotton sheets; sumptuous down comforters; soft yet breathable cotton and muslin blankets; down and/or foam pillows; and a smart TV.

The included utilities are: water and garbage. Dedicated parking in front of the driveway is included; easy street parking otherwise. Pets are negotiable. Please note that the stairs to the third bedroom (attic room) are steep.

Other things to note

Stairs:

There is a flight of stairs up to the building door, then one long flight of stairs up to the unit, and a final shorter flight of steps once inside the unit.

To access Bedroom 3 (attic room with 2 full beds), there is another steep flight of internal steps within the unit.

Agent information:

Mazal Bordo
Relocation Agent | REALTOR 
CA DRE #: 01243370Show more"
"$12,000","858 Capp St, San Francisco, CA 94110","https://zillow.com/b/858-capp-st-san-francisco-ca-BzJyKt/","858 Capp St","94110","San Francisco","San Francisco County","CA","3","","0","{""unit_1"":{""baths"":3,""beds"":3,""sqft"":1638,""price"":12000},""unit_2"":{""baths"":2.5,""beds"":2,""sqft"":1818,""price"":18470}}","","Fri, 2026-04-17","37.752903","-122.417725","","FOR_RENT","","","","$18,470+ 2 bds, $12,000+ 3 bds","$12,000","$18,470","","","","","","$","","","","","","","","Elite-tier data preview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","4","85","100","100",""
"$12,000","858 Capp St, San Francisco, CA 94110 - unit 1","","858 Capp St","94110","San Francisco","San Francisco County","CA",3,3,1638,"Deposits and Fees: , Additional Information: ","","Fri, 2026-04-17","37.752903","-122.417725","","Available from Sat, 2026-06-27","Unit","","","$18,470+ 2 bds, $12,000+ 3 bds",12000,12000,"","","","","","$","","","","","","","","Elite-tier data preview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","4","85","100","100",""
"$18,470","858 Capp St, San Francisco, CA 94110 - unit 2","","858 Capp St","94110","San Francisco","San Francisco County","CA",2,2.5,1818,"Deposits and Fees: , Additional Information: ","","Fri, 2026-04-17","37.752903","-122.417725","","Available from Sun, 2026-08-16","Unit","","","$18,470+ 2 bds, $12,000+ 3 bds",18470,18470,"","","","","","$","","","","","","","","Elite-tier data preview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","4","85","100","100",""
"$18,450","(undisclosed Address), San Francisco, CA 94115","https://www.zillow.com/homedetails/San-Francisco-CA-94115/15075534_zpid/","(Undisclosed Address)","94115","San Francisco","San Francisco County","CA","3","3","2508","3 bds | 3 ba | 2508 sqft","$7.36","Fri, 2026-04-17","","","","FOR_RENT","SINGLE_FAMILY","2508","sqft","","","","$7,222","$2,552,200","$620,296","","","$","","","","","","30","","Elite-tier data preview","","DOMA Luxe Properties (Listed by property owner)","","DOMA Luxe Properties","","","","","","","","","","","","","","","","","","","","","","","Zillow Rentals","","","","$8,144","","","6","7","7","82","98","78","Originally built in 1880, this reimagined San Francisco gem has been thoughtfully transformed into a serene, modern retreat. Gleaming hardwood floors, curated contemporary decor, and abundant natural light come together to create a warm, sophisticated setting, perfect for both relaxation and refined city living.

The fully equipped chef's kitchen is ideal for everything from a quick morning coffee to a full culinary experience, featuring sleek appliances and functional design. Whether you're dining at one of the home's inviting seating areas or enjoying a quiet moment on the private outdoor patio, this space offers the perfect blend of comfort, character, and convenience, all in the heart of the city's vibrant energy.

*Please note that only dogs are permitted in this residence and must be approved in advance.

- 30-day minimum stay
- Small dogs are allowed
- fully-furnished
- utilities included with a $300 capShow more"
"$17,950","180 Saint Germain Ave, San Francisco, CA 94114","https://www.zillow.com/homedetails/180-Saint-Germain-Ave-San-Francisco-CA-94114/15129710_zpid/","180 Saint Germain Ave","94114","San Francisco","San Francisco County","CA","4","3","2500","4 bds | 3 ba | 2500 sqft","$7.18","Fri, 2026-04-17","37.757584","-122.45174","","FOR_RENT","TOWNHOUSE","2500","sqft","","","","$7,808","$3,389,200","$2,446,171","","","$","Fri, 2005-09-30","$1,790,000","","","","194","","Elite-tier data preview","","Mazal Bordo (Listed by listing agent)","","Mazal Bordo","","","","","","","","","","","","","","","Hardwood","","","","","","","","Zillow Rentals","2708019","","","$29,738","","","9","8","10","68","54","37","Extraordinary 3-level house. 4 Bedrooms and 3 bathrooms. Upper Cole Valley. Amazing views. Pets are negotiable.

The house is on a double lot on a cul-de-sac in upper Cole Valley.

Offered completely furnished.

Main level:

- Front courtyard
- Spacious open-plan living room with a dining alcove
- Gas fireplace
- Amazing panoramic views of the City and Bay
- Access to a large, multi-level deck complex and ground-level shared garden, also with amazing views.
- Large kitchen with stainless steel appliances and counter-tops

 - Dual built-in ovens
 - Large refrigerator
 - Dishwasher
 - Five-burner gas range
 - In-sink disposal

- Hardwood flooring throughout

Top level:

- Newer carpeting on stairway
- Hardwood flooring in bedrooms
- Master bedroom

 - Panoramic views of the City and Bay
 - En suite stone bathroom with a shower-over-tub, and great views
 - En suite sunny office room with newer carpeting and access to a small deck
 - Two walk-in closets

- Second bedroom

 - Panoramic views of the City and Bay
 - En suite bathroom with the same great views
 - Good closet space

- Third bedroom

 - South-facing and sunny
 - Has its own entrance, but can be joined to or separated from the second bedroom via pocket doors
 - Good closet space

- Extra closet in common area

Lowest level:

- Large and bright family room with access to the decks and backyard
- Completely renovated full kitchen
- Bedroom with carpeting
- Recently remodeled full bathroom with a pedestal sink and a claw foot tub and shower
- Extra storage space

Location:

- High up on a hill, quiet and secluded
- Easy access to shops and restaurants in Cole Valley, Inner Sunset, Noe Valley, and more.
- Easy access to the 280 freeway

Other Notes:

- Easy street parking
- Laundry appliances are included
- Pets are negotiable
- The minimum lease term is 12 months

Agent information:

Mazal Bordo
Relocation Agent | REALTOR 
CA DRE #: 01243370Show more"
"$17,500","1366 Hayes St, San Francisco, CA 94117","https://www.zillow.com/homedetails/1366-Hayes-St-San-Francisco-CA-94117/15086051_zpid/","","94117","San Francisco","","CA","4","4","","4 bds | 4 ba ","","Fri, 2026-04-17","37.775135","-122.438934","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$16,500","(undisclosed Address), San Francisco, CA 94117","https://www.zillow.com/homedetails/San-Francisco-CA-94117/442344532_zpid/","","94117","San Francisco","","CA","3","3","","3 bds | 3 ba ","","Fri, 2026-04-17","","","","FOR_RENT","TOWNHOUSE","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$16,000","2239 Green St, San Francisco, CA 94123","https://www.zillow.com/homedetails/2239-Green-St-San-Francisco-CA-94123/15072422_zpid/","","94123","San Francisco","","CA","3","4","2412","3 bds | 4 ba | 2412 sqft","$6.63","Fri, 2026-04-17","37.795795","-122.43588","","FOR_RENT","SINGLE_FAMILY","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
